source	sample	population	superpopulation
1000g	NA20815	TSI	EUR
1000g	NA18956	JPT	EAS
1000g	NA20822	TSI	EUR
1000g	HG03436	MSL	AFR
1000g	NA18963	JPT	EAS
1000g	NA20827	TSI	EUR
1000g	NA19101	YRI	AFR
1000g	NA20846	GIH	SAS
1000g	HG03455	MSL	AFR
1000g	NA19113	YRI	AFR
1000g	NA20853	GIH	SAS
1000g	NA19118	YRI	AFR
1000g	NA19120	YRI	AFR
1000g	NA19471	LWK	AFR
1000g	HG03479	MSL	AFR
1000g	NA19132	YRI	AFR
1000g	NA19654	MXL	AMR
1000g	HG03931	BEB	SAS
1000g	NA19137	YRI	AFR
1000g	NA19659	MXL	AMR
1000g	HG03943	STU	SAS
1000g	NA19144	YRI	AFR
1000g	NA19661	MXL	AMR
1000g	NA19149	YRI	AFR
1000g	NA19678	MXL	AMR
1000g	HG03950	STU	SAS
1000g	NA19151	YRI	AFR
1000g	NA19680	MXL	AMR
1000g	HG03955	STU	SAS
1000g	NA19175	YRI	AFR
1000g	NA19685	MXL	AMR
1000g	HG03823	BEB	SAS
1000g	NA19199	YRI	AFR
1000g	NA19700	ASW	AFR
1000g	HG03830	BEB	SAS
1000g	NA19202	YRI	AFR
1000g	NA19705	ASW	AFR
1000g	NA19207	YRI	AFR
1000g	NA19712	ASW	AFR
1000g	NA19214	YRI	AFR
1000g	NA19717	MXL	AMR
1000g	NA18855	YRI	AFR
1000g	NA19724	MXL	AMR
1000g	HG03753	STU	SAS
1000g	NA18862	YRI	AFR
1000g	NA19729	MXL	AMR
1000g	HG03760	STU	SAS
1000g	NA18867	YRI	AFR
1000g	NA19731	MXL	AMR
1000g	HG03765	PJL	SAS
1000g	NA18874	YRI	AFR
1000g	NA19748	MXL	AMR
1000g	HG03772	ITU	SAS
1000g	NA19221	YRI	AFR
1000g	NA19750	MXL	AMR
1000g	HG03722	ITU	SAS
1000g	NA19226	YRI	AFR
1000g	NA20339	ASW	AFR
1000g	HG03727	ITU	SAS
1000g	NA19238	YRI	AFR
1000g	HG03741	STU	SAS
1000g	NA19240	YRI	AFR
1000g	NA20346	ASW	AFR
1000g	HG03746	STU	SAS
1000g	NA20358	ASW	AFR
1000g	HG03777	ITU	SAS
1000g	NA19257	YRI	AFR
1000g	HG03784	ITU	SAS
1000g	NA19308	LWK	AFR
1000g	NA20505	TSI	EUR
1000g	HG03789	ITU	SAS
1000g	NA19310	LWK	AFR
1000g	NA20512	TSI	EUR
1000g	HG03796	BEB	SAS
1000g	NA19315	LWK	AFR
1000g	HG03804	BEB	SAS
1000g	NA19327	LWK	AFR
1000g	NA19394	LWK	AFR
1000g	HG03809	BEB	SAS
1000g	NA19334	LWK	AFR
1000g	NA19399	LWK	AFR
1000g	NA19438	LWK	AFR
1000g	HG03816	BEB	SAS
1000g	NA20502	TSI	EUR
1000g	NA19440	LWK	AFR
1000g	HG03905	BEB	SAS
1000g	NA20507	TSI	EUR
1000g	NA19445	LWK	AFR
1000g	HG03917	BEB	SAS
1000g	NA20514	TSI	EUR
1000g	NA19452	LWK	AFR
1000g	NA20519	TSI	EUR
1000g	NA19457	LWK	AFR
1000g	HG03929	BEB	SAS
1000g	NA20521	TSI	EUR
1000g	NA19755	MXL	AMR
1000g	HG03885	STU	SAS
1000g	NA19762	MXL	AMR
1000g	HG03897	STU	SAS
1000g	NA20533	TSI	EUR
1000g	NA19774	MXL	AMR
1000g	HG03900	STU	SAS
1000g	NA20538	TSI	EUR
1000g	NA19779	MXL	AMR
1000g	HG03854	STU	SAS
1000g	NA20540	TSI	EUR
1000g	NA19781	MXL	AMR
1000g	HG03861	ITU	SAS
1000g	NA20588	TSI	EUR
1000g	NA19786	MXL	AMR
1000g	HG03866	ITU	SAS
1000g	NA20754	TSI	EUR
1000g	HG03873	ITU	SAS
1000g	NA20759	TSI	EUR
1000g	NA19346	LWK	AFR
1000g	NA07345	CEU	EUR
1000g	NA19360	LWK	AFR
1000g	NA07357	CEU	EUR
1000g	NA19372	LWK	AFR
1000g	NA20334	ASW	AFR
1000g	NA10831	CEU	EUR
1000g	NA19377	LWK	AFR
1000g	NA21142	GIH	SAS
1000g	NA10836	CEU	EUR
1000g	NA19384	LWK	AFR
1000g	NA10843	CEU	EUR
1000g	NA19391	LWK	AFR
1000g	NA19404	LWK	AFR
1000g	NA06986	CEU	EUR
1000g	NA19428	LWK	AFR
1000g	NA06993	CEU	EUR
1000g	NA19430	LWK	AFR
1000g	HG04042	STU	SAS
1000g	NA19435	LWK	AFR
1000g	HG04047	STU	SAS
1000g	NA19454	LWK	AFR
1000g	HG04054	ITU	SAS
1000g	NA19461	LWK	AFR
1000g	HG04059	ITU	SAS
1000g	NA19466	LWK	AFR
1000g	HG04061	ITU	SAS
1000g	NA19473	LWK	AFR
1000g	HG04080	ITU	SAS
1000g	NA19625	ASW	AFR
1000g	HG04148	BEB	SAS
1000g	NA19649	MXL	AMR
1000g	NA20904	GIH	SAS
1000g	HG04150	BEB	SAS
1000g	NA19651	MXL	AMR
1000g	HG04155	BEB	SAS
1000g	NA19656	MXL	AMR
1000g	NA20911	GIH	SAS
1000g	HG04162	BEB	SAS
1000g	NA19663	MXL	AMR
1000g	NA21089	GIH	SAS
1000g	HG04174	BEB	SAS
1000g	NA19670	MXL	AMR
1000g	NA21091	GIH	SAS
1000g	NA19788	MXL	AMR
1000g	NA20884	GIH	SAS
1000g	HG04186	BEB	SAS
1000g	NA19790	MXL	AMR
1000g	NA20889	GIH	SAS
1000g	HG04193	BEB	SAS
1000g	NA19795	MXL	AMR
1000g	NA20891	GIH	SAS
1000g	HG04100	STU	SAS
1000g	NA19834	ASW	AFR
1000g	NA20896	GIH	SAS
1000g	HG04131	BEB	SAS
1000g	NA19904	ASW	AFR
1000g	NA21116	GIH	SAS
1000g	HG04136	BEB	SAS
1000g	NA19909	ASW	AFR
1000g	NA21123	GIH	SAS
1000g	HG04198	ITU	SAS
1000g	NA19916	ASW	AFR
1000g	NA21128	GIH	SAS
1000g	HG04206	ITU	SAS
1000g	NA19923	ASW	AFR
1000g	NA21130	GIH	SAS
1000g	HG04225	ITU	SAS
1000g	NA21135	GIH	SAS
1000g	HG03967	ITU	SAS
1000g	NA20127	ASW	AFR
1000g	NA20858	GIH	SAS
1000g	HG03974	ITU	SAS
1000g	NA19675	MXL	AMR
1000g	NA20872	GIH	SAS
1000g	HG03986	STU	SAS
1000g	NA19682	MXL	AMR
1000g	NA20877	GIH	SAS
1000g	HG03998	STU	SAS
1000g	NA19702	ASW	AFR
1000g	NA21104	GIH	SAS
1000g	HG04023	ITU	SAS
1000g	NA19707	ASW	AFR
1000g	NA21109	GIH	SAS
1000g	HG04035	STU	SAS
1000g	NA21111	GIH	SAS
1000g	NA18486	YRI	AFR
1000g	NA19719	MXL	AMR
1000g	NA18498	YRI	AFR
1000g	NA19721	MXL	AMR
1000g	NA18501	YRI	AFR
1000g	NA19726	MXL	AMR
1000g	NA18506	YRI	AFR
1000g	NA19733	MXL	AMR
1000g	NA18518	YRI	AFR
1000g	NA18520	YRI	AFR
1000g	NA19740	MXL	AMR
1000g	NA18525	CHB	EAS
1000g	NA19752	MXL	AMR
1000g	NA18532	CHB	EAS
1000g	NA19757	MXL	AMR
1000g	NA18537	CHB	EAS
1000g	NA19764	MXL	AMR
1000g	NA18544	CHB	EAS
1000g	NA19771	MXL	AMR
1000g	NA18549	CHB	EAS
1000g	NA19776	MXL	AMR
1000g	NA18563	CHB	EAS
1000g	NA19783	MXL	AMR
1000g	NA18570	CHB	EAS
1000g	NA20278	ASW	AFR
1000g	NA18582	CHB	EAS
1000g	NA18599	CHB	EAS
1000g	NA18602	CHB	EAS
1000g	NA18614	CHB	EAS
1000g	NA18619	CHB	EAS
1000g	NA18621	CHB	EAS
1000g	NA20317	ASW	AFR
1000g	NA18626	CHB	EAS
1000g	NA18633	CHB	EAS
1000g	NA18638	CHB	EAS
1000g	NA20348	ASW	AFR
1000g	NA18640	CHB	EAS
1000g	NA18645	CHB	EAS
1000g	NA20355	ASW	AFR
1000g	NA20362	ASW	AFR
1000g	NA18979	JPT	EAS
1000g	NA20761	TSI	EUR
1000g	NA18981	JPT	EAS
1000g	NA20766	TSI	EUR
1000g	NA18986	JPT	EAS
1000g	NA20773	TSI	EUR
1000g	NA18993	JPT	EAS
1000g	NA20778	TSI	EUR
1000g	NA18998	JPT	EAS
1000g	NA20785	TSI	EUR
1000g	NA19004	JPT	EAS
1000g	NA20792	TSI	EUR
1000g	NA19009	JPT	EAS
1000g	NA20797	TSI	EUR
1000g	NA19011	JPT	EAS
1000g	NA20800	TSI	EUR
1000g	NA19023	LWK	AFR
1000g	NA20805	TSI	EUR
1000g	NA19028	LWK	AFR
1000g	NA20812	TSI	EUR
1000g	NA19030	LWK	AFR
1000g	NA19035	LWK	AFR
1000g	NA19042	LWK	AFR
1000g	NA21137	GIH	SAS
1000g	NA19054	JPT	EAS
1000g	NA21144	GIH	SAS
1000g	NA19059	JPT	EAS
1000g	NA19066	JPT	EAS
1000g	NA19078	JPT	EAS
1000g	NA19080	JPT	EAS
1000g	NA20874	GIH	SAS
1000g	NA19085	JPT	EAS
1000g	NA19092	YRI	AFR
1000g	NA20881	GIH	SAS
1000g	NA19097	YRI	AFR
1000g	NA20886	GIH	SAS
1000g	NA19100	YRI	AFR
1000g	NA12154	CEU	EUR
1000g	NA20901	GIH	SAS
1000g	NA12248	CEU	EUR
1000g	NA20906	GIH	SAS
1000g	NA12274	CEU	EUR
1000g	NA21086	GIH	SAS
1000g	NA12286	CEU	EUR
1000g	NA12344	CEU	EUR
1000g	NA12399	CEU	EUR
1000g	NA12414	CEU	EUR
1000g	NA12546	CEU	EUR
1000g	NA21113	GIH	SAS
1000g	NA12717	CEU	EUR
1000g	NA21118	GIH	SAS
1000g	NA12748	CEU	EUR
1000g	NA21120	GIH	SAS
1000g	NA12750	CEU	EUR
1000g	NA21125	GIH	SAS
1000g	NA12762	CEU	EUR
1000g	NA21093	GIH	SAS
1000g	NA12767	CEU	EUR
1000g	NA21098	GIH	SAS
1000g	NA12801	CEU	EUR
1000g	NA21101	GIH	SAS
1000g	NA12813	CEU	EUR
1000g	NA21106	GIH	SAS
1000g	NA12818	CEU	EUR
1000g	NA20850	GIH	SAS
1000g	NA12832	CEU	EUR
1000g	NA20862	GIH	SAS
1000g	NA12875	CEU	EUR
1000g	NA20867	GIH	SAS
1000g	NA18912	YRI	AFR
1000g	NA18917	YRI	AFR
1000g	NA18924	YRI	AFR
1000g	NA18943	JPT	EAS
1000g	NA18948	JPT	EAS
1000g	NA18950	JPT	EAS
1000g	NA18962	JPT	EAS
1000g	NA18967	JPT	EAS
1000g	NA18974	JPT	EAS
1000g	NA10855	CEU	EUR
1000g	NA11839	CEU	EUR
1000g	NA11891	CEU	EUR
1000g	NA11930	CEU	EUR
1000g	NA11992	CEU	EUR
1000g	NA12003	CEU	EUR
1000g	NA12046	CEU	EUR
1000g	NA12058	CEU	EUR
1000g	NA18854	YRI	AFR
1000g	NA18859	YRI	AFR
1000g	NA18861	YRI	AFR
1000g	NA18873	YRI	AFR
1000g	NA18878	YRI	AFR
1000g	NA19472	LWK	AFR
1000g	NA19648	MXL	AMR
1000g	NA19650	MXL	AMR
1000g	NA19655	MXL	AMR
1000g	NA19662	MXL	AMR
1000g	NA19679	MXL	AMR
1000g	NA19681	MXL	AMR
1000g	NA19249	YRI	AFR
1000g	NA19256	YRI	AFR
1000g	NA19307	LWK	AFR
1000g	NA19314	LWK	AFR
1000g	NA19319	LWK	AFR
1000g	NA19321	LWK	AFR
1000g	NA19338	LWK	AFR
1000g	NA19376	LWK	AFR
1000g	NA19686	MXL	AMR
1000g	NA19701	ASW	AFR
1000g	NA19713	ASW	AFR
1000g	NA19718	MXL	AMR
1000g	NA19720	MXL	AMR
1000g	NA19725	MXL	AMR
1000g	NA19732	MXL	AMR
1000g	NA19749	MXL	AMR
1000g	NA19174	YRI	AFR
1000g	NA19186	YRI	AFR
1000g	NA19198	YRI	AFR
1000g	NA19201	YRI	AFR
1000g	NA19206	YRI	AFR
1000g	NA19213	YRI	AFR
1000g	NA19225	YRI	AFR
1000g	NA19237	YRI	AFR
1000g	NA19383	LWK	AFR
1000g	NA19390	LWK	AFR
1000g	NA19395	LWK	AFR
1000g	NA19403	LWK	AFR
1000g	NA19434	LWK	AFR
1000g	NA19439	LWK	AFR
1000g	NA19446	LWK	AFR
1000g	NA19117	YRI	AFR
1000g	NA19129	YRI	AFR
1000g	NA19131	YRI	AFR
1000g	NA19143	YRI	AFR
1000g	NA19148	YRI	AFR
1000g	NA19150	YRI	AFR
1000g	NA19751	MXL	AMR
1000g	NA19756	MXL	AMR
1000g	NA19763	MXL	AMR
1000g	NA19770	MXL	AMR
1000g	NA19775	MXL	AMR
1000g	NA19782	MXL	AMR
1000g	NA19787	MXL	AMR
1000g	NA19794	MXL	AMR
1000g	NA19819	ASW	AFR
1000g	NA19908	ASW	AFR
1000g	NA19922	ASW	AFR
1000g	NA19984	ASW	AFR
1000g	NA20126	ASW	AFR
1000g	NA20289	ASW	AFR
1000g	NA20291	ASW	AFR
1000g	NA20296	ASW	AFR
1000g	NA20513	TSI	EUR
1000g	NA20518	TSI	EUR
1000g	NA20520	TSI	EUR
1000g	NA20525	TSI	EUR
1000g	NA20532	TSI	EUR
1000g	NA20544	TSI	EUR
1000g	NA20582	TSI	EUR
1000g	NA20587	TSI	EUR
1000g	NA20753	TSI	EUR
1000g	NA20758	TSI	EUR
1000g	NA20760	TSI	EUR
1000g	NA20765	TSI	EUR
1000g	NA20772	TSI	EUR
1000g	NA21143	GIH	SAS
1000g	NA20796	TSI	EUR
1000g	NA20804	TSI	EUR
1000g	NA20809	TSI	EUR
1000g	NA20811	TSI	EUR
1000g	NA20828	TSI	EUR
1000g	NA20847	GIH	SAS
1000g	NA20854	GIH	SAS
1000g	NA20342	ASW	AFR
1000g	NA20359	ASW	AFR
1000g	NA20412	ASW	AFR
1000g	NA20506	TSI	EUR
1000g	NA20859	GIH	SAS
1000g	NA20861	GIH	SAS
1000g	NA20866	GIH	SAS
1000g	NA20878	GIH	SAS
1000g	NA20885	GIH	SAS
1000g	NA20892	GIH	SAS
1000g	NA20897	GIH	SAS
1000g	NA21097	GIH	SAS
1000g	NA21100	GIH	SAS
1000g	NA21105	GIH	SAS
1000g	NA21112	GIH	SAS
1000g	NA20900	GIH	SAS
1000g	NA20905	GIH	SAS
1000g	NA21092	GIH	SAS
1000g	NA21117	GIH	SAS
1000g	NA21124	GIH	SAS
1000g	NA21129	GIH	SAS
1000g	NA12236	CEU	EUR
hgdp	HGDP00001	Brahui	CSA
hgdp	HGDP00003	Brahui	CSA
hgdp	HGDP00005	Brahui	CSA
hgdp	HGDP00007	Brahui	CSA
hgdp	HGDP00009	Brahui	CSA
hgdp	HGDP00011	Brahui	CSA
hgdp	HGDP00013	Brahui	CSA
hgdp	HGDP00015	Brahui	CSA
hgdp	HGDP00017	Brahui	CSA
hgdp	HGDP00019	Brahui	CSA
hgdp	HGDP00021	Brahui	CSA
hgdp	HGDP00023	Brahui	CSA
hgdp	HGDP00025	Brahui	CSA
hgdp	HGDP00027	Brahui	CSA
hgdp	HGDP00029	Brahui	CSA
hgdp	HGDP00031	Brahui	CSA
hgdp	HGDP00033	Brahui	CSA
hgdp	HGDP00035	Brahui	CSA
hgdp	HGDP00037	Brahui	CSA
hgdp	HGDP00039	Brahui	CSA
hgdp	HGDP00041	Brahui	CSA
hgdp	HGDP00043	Brahui	CSA
hgdp	HGDP00045	Brahui	CSA
hgdp	HGDP00047	Brahui	CSA
hgdp	HGDP00049	Brahui	CSA
hgdp	HGDP00052	Balochi	CSA
hgdp	HGDP00054	Balochi	CSA
hgdp	HGDP00056	Balochi	CSA
hgdp	HGDP00057	Balochi	CSA
hgdp	HGDP00058	Balochi	CSA
hgdp	HGDP00060	Balochi	CSA
hgdp	HGDP00062	Balochi	CSA
hgdp	HGDP00064	Balochi	CSA
hgdp	HGDP00066	Balochi	CSA
hgdp	HGDP00068	Balochi	CSA
hgdp	HGDP00070	Balochi	CSA
hgdp	HGDP00072	Balochi	CSA
hgdp	HGDP00074	Balochi	CSA
hgdp	HGDP00076	Balochi	CSA
hgdp	HGDP00078	Balochi	CSA
hgdp	HGDP00080	Balochi	CSA
hgdp	HGDP00082	Balochi	CSA
hgdp	HGDP00086	Balochi	CSA
hgdp	HGDP00088	Balochi	CSA
hgdp	HGDP00090	Balochi	CSA
hgdp	HGDP00092	Balochi	CSA
hgdp	HGDP00094	Balochi	CSA
hgdp	HGDP00096	Balochi	CSA
hgdp	HGDP00098	Balochi	CSA
hgdp	HGDP00099	Hazara	CSA
hgdp	HGDP00100	Hazara	CSA
hgdp	HGDP00102	Hazara	CSA
hgdp	HGDP00103	Hazara	CSA
hgdp	HGDP00104	Hazara	CSA
hgdp	HGDP00105	Hazara	CSA
hgdp	HGDP00106	Hazara	CSA
hgdp	HGDP00108	Hazara	CSA
hgdp	HGDP00109	Hazara	CSA
hgdp	HGDP00110	Hazara	CSA
hgdp	HGDP00115	Hazara	CSA
hgdp	HGDP00118	Hazara	CSA
hgdp	HGDP00120	Hazara	CSA
hgdp	HGDP00121	Hazara	CSA
hgdp	HGDP00122	Hazara	CSA
hgdp	HGDP00124	Hazara	CSA
hgdp	HGDP00125	Hazara	CSA
hgdp	HGDP00127	Hazara	CSA
hgdp	HGDP00129	Hazara	CSA
hgdp	HGDP00130	Makrani	CSA
hgdp	HGDP00131	Makrani	CSA
hgdp	HGDP00133	Makrani	CSA
hgdp	HGDP00134	Makrani	CSA
hgdp	HGDP00135	Makrani	CSA
hgdp	HGDP00136	Makrani	CSA
hgdp	HGDP00137	Makrani	CSA
hgdp	HGDP00139	Makrani	CSA
hgdp	HGDP00140	Makrani	CSA
hgdp	HGDP00141	Makrani	CSA
hgdp	HGDP00143	Makrani	CSA
hgdp	HGDP00144	Makrani	CSA
hgdp	HGDP00145	Makrani	CSA
hgdp	HGDP00146	Makrani	CSA
hgdp	HGDP00148	Makrani	CSA
hgdp	HGDP00149	Makrani	CSA
hgdp	HGDP00150	Makrani	CSA
hgdp	HGDP00151	Makrani	CSA
hgdp	HGDP00153	Makrani	CSA
hgdp	HGDP00154	Makrani	CSA
hgdp	HGDP00155	Makrani	CSA
hgdp	HGDP00157	Makrani	CSA
hgdp	HGDP00158	Makrani	CSA
hgdp	HGDP00160	Makrani	CSA
hgdp	HGDP00161	Makrani	CSA
hgdp	HGDP00163	Sindhi	CSA
hgdp	HGDP00165	Sindhi	CSA
hgdp	HGDP00167	Sindhi	CSA
hgdp	HGDP00169	Sindhi	CSA
hgdp	HGDP00171	Sindhi	CSA
hgdp	HGDP00173	Sindhi	CSA
hgdp	HGDP00175	Sindhi	CSA
hgdp	HGDP00177	Sindhi	CSA
hgdp	HGDP00179	Sindhi	CSA
hgdp	HGDP00181	Sindhi	CSA
hgdp	HGDP00183	Sindhi	CSA
hgdp	HGDP00185	Sindhi	CSA
hgdp	HGDP00187	Sindhi	CSA
hgdp	HGDP00189	Sindhi	CSA
hgdp	HGDP00191	Sindhi	CSA
hgdp	HGDP00192	Sindhi	CSA
hgdp	HGDP00195	Sindhi	CSA
hgdp	HGDP00197	Sindhi	CSA
hgdp	HGDP00199	Sindhi	CSA
hgdp	HGDP00201	Sindhi	CSA
hgdp	HGDP00205	Sindhi	CSA
hgdp	HGDP00206	Sindhi	CSA
hgdp	HGDP00208	Sindhi	CSA
hgdp	HGDP00210	Sindhi	CSA
hgdp	HGDP00213	Pathan	CSA
hgdp	HGDP00214	Pathan	CSA
hgdp	HGDP00216	Pathan	CSA
hgdp	HGDP00218	Pathan	CSA
hgdp	HGDP00222	Pathan	CSA
hgdp	HGDP00224	Pathan	CSA
hgdp	HGDP00226	Pathan	CSA
hgdp	HGDP00228	Pathan	CSA
hgdp	HGDP00230	Pathan	CSA
hgdp	HGDP00232	Pathan	CSA
hgdp	HGDP00234	Pathan	CSA
hgdp	HGDP00237	Pathan	CSA
hgdp	HGDP00239	Pathan	CSA
hgdp	HGDP00241	Pathan	CSA
hgdp	HGDP00243	Pathan	CSA
hgdp	HGDP00244	Pathan	CSA
hgdp	HGDP00247	Pathan	CSA
hgdp	HGDP00248	Pathan	CSA
hgdp	HGDP00251	Pathan	CSA
hgdp	HGDP00254	Pathan	CSA
hgdp	HGDP00258	Pathan	CSA
hgdp	HGDP00259	Pathan	CSA
hgdp	HGDP00262	Pathan	CSA
hgdp	HGDP00264	Pathan	CSA
hgdp	HGDP00274	Kalash	CSA
hgdp	HGDP00277	Kalash	CSA
hgdp	HGDP00279	Kalash	CSA
hgdp	HGDP00281	Kalash	CSA
hgdp	HGDP00285	Kalash	CSA
hgdp	HGDP00286	Kalash	CSA
hgdp	HGDP00288	Kalash	CSA
hgdp	HGDP00290	Kalash	CSA
hgdp	HGDP00298	Kalash	CSA
hgdp	HGDP00302	Kalash	CSA
hgdp	HGDP00304	Kalash	CSA
hgdp	HGDP00307	Kalash	CSA
hgdp	HGDP00309	Kalash	CSA
hgdp	HGDP00311	Kalash	CSA
hgdp	HGDP00313	Kalash	CSA
hgdp	HGDP00315	Kalash	CSA
hgdp	HGDP00319	Kalash	CSA
hgdp	HGDP00323	Kalash	CSA
hgdp	HGDP00326	Kalash	CSA
hgdp	HGDP00328	Kalash	CSA
hgdp	HGDP00330	Kalash	CSA
hgdp	HGDP00333	Kalash	CSA
hgdp	HGDP00338	Burusho	CSA
hgdp	HGDP00341	Burusho	CSA
hgdp	HGDP00346	Burusho	CSA
hgdp	HGDP00351	Burusho	CSA
hgdp	HGDP00356	Burusho	CSA
hgdp	HGDP00359	Burusho	CSA
hgdp	HGDP00364	Burusho	CSA
hgdp	HGDP00371	Burusho	CSA
hgdp	HGDP00372	Burusho	CSA
hgdp	HGDP00376	Burusho	CSA
hgdp	HGDP00382	Burusho	CSA
hgdp	HGDP00388	Burusho	CSA
hgdp	HGDP00392	Burusho	CSA
hgdp	HGDP00397	Burusho	CSA
hgdp	HGDP00402	Burusho	CSA
hgdp	HGDP00407	Burusho	CSA
hgdp	HGDP00412	Burusho	CSA
hgdp	HGDP00417	Burusho	CSA
hgdp	HGDP00423	Burusho	CSA
hgdp	HGDP00428	Burusho	CSA
hgdp	HGDP00433	Burusho	CSA
hgdp	HGDP00438	Burusho	CSA
hgdp	HGDP00444	Burusho	CSA
hgdp	HGDP00445	Burusho	CSA
hgdp	HGDP00449	Mbuti	AFR
hgdp	HGDP00450	Mbuti	AFR
hgdp	HGDP00452	Biaka	AFR
hgdp	HGDP00453	Biaka	AFR
hgdp	HGDP00454	Biaka	AFR
hgdp	HGDP00455	Biaka	AFR
hgdp	HGDP00456	Mbuti	AFR
hgdp	HGDP00457	Biaka	AFR
hgdp	HGDP00458	Biaka	AFR
hgdp	HGDP00459	Biaka	AFR
hgdp	HGDP00460	Biaka	AFR
hgdp	HGDP00461	Biaka	AFR
hgdp	HGDP00462	Mbuti	AFR
hgdp	HGDP00463	Mbuti	AFR
hgdp	HGDP00464	Biaka	AFR
hgdp	HGDP00466	Biaka	AFR
hgdp	HGDP00467	Mbuti	AFR
hgdp	HGDP00469	Biaka	AFR
hgdp	HGDP00470	Biaka	AFR
hgdp	HGDP00471	Mbuti	AFR
hgdp	HGDP00472	Biaka	AFR
hgdp	HGDP00473	Biaka	AFR
hgdp	HGDP00474	Mbuti	AFR
hgdp	HGDP00475	Biaka	AFR
hgdp	HGDP00476	Mbuti	AFR
hgdp	HGDP00478	Mbuti	AFR
hgdp	HGDP00479	Biaka	AFR
hgdp	HGDP00491	Bougainville	OCE
hgdp	HGDP00511	French	EUR
hgdp	HGDP00512	French	EUR
hgdp	HGDP00513	French	EUR
hgdp	HGDP00514	French	EUR
hgdp	HGDP00515	French	EUR
hgdp	HGDP00516	French	EUR
hgdp	HGDP00517	French	EUR
hgdp	HGDP00518	French	EUR
hgdp	HGDP00519	French	EUR
hgdp	HGDP00520	French	EUR
hgdp	HGDP00521	French	EUR
hgdp	HGDP00522	French	EUR
hgdp	HGDP00523	French	EUR
hgdp	HGDP00524	French	EUR
hgdp	HGDP00525	French	EUR
hgdp	HGDP00526	French	EUR
hgdp	HGDP00527	French	EUR
hgdp	HGDP00528	French	EUR
hgdp	HGDP00529	French	EUR
hgdp	HGDP00530	French	EUR
hgdp	HGDP00531	French	EUR
hgdp	HGDP00533	French	EUR
hgdp	HGDP00534	French	EUR
hgdp	HGDP00535	French	EUR
hgdp	HGDP00536	French	EUR
hgdp	HGDP00537	French	EUR
hgdp	HGDP00538	French	EUR
hgdp	HGDP00539	French	EUR
hgdp	HGDP00540	PapuanSepik	OCE
hgdp	HGDP00541	PapuanSepik	OCE
hgdp	HGDP00542	PapuanSepik	OCE
hgdp	HGDP00543	PapuanSepik	OCE
hgdp	HGDP00544	PapuanSepik	OCE
hgdp	HGDP00545	PapuanSepik	OCE
hgdp	HGDP00546	PapuanSepik	OCE
hgdp	HGDP00547	PapuanSepik	OCE
hgdp	HGDP00548	PapuanHighlands	OCE
hgdp	HGDP00549	PapuanHighlands	OCE
hgdp	HGDP00550	PapuanHighlands	OCE
hgdp	HGDP00551	PapuanHighlands	OCE
hgdp	HGDP00552	PapuanHighlands	OCE
hgdp	HGDP00553	PapuanHighlands	OCE
hgdp	HGDP00554	PapuanHighlands	OCE
hgdp	HGDP00555	PapuanHighlands	OCE
hgdp	HGDP00556	PapuanHighlands	OCE
hgdp	HGDP00557	Druze	MEA
hgdp	HGDP00558	Druze	MEA
hgdp	HGDP00559	Druze	MEA
hgdp	HGDP00560	Druze	MEA
hgdp	HGDP00561	Druze	MEA
hgdp	HGDP00562	Druze	MEA
hgdp	HGDP00563	Druze	MEA
hgdp	HGDP00564	Druze	MEA
hgdp	HGDP00565	Druze	MEA
hgdp	HGDP00566	Druze	MEA
hgdp	HGDP00567	Druze	MEA
hgdp	HGDP00568	Druze	MEA
hgdp	HGDP00569	Druze	MEA
hgdp	HGDP00571	Druze	MEA
hgdp	HGDP00572	Druze	MEA
hgdp	HGDP00573	Druze	MEA
hgdp	HGDP00574	Druze	MEA
hgdp	HGDP00575	Druze	MEA
hgdp	HGDP00576	Druze	MEA
hgdp	HGDP00577	Druze	MEA
hgdp	HGDP00578	Druze	MEA
hgdp	HGDP00579	Druze	MEA
hgdp	HGDP00580	Druze	MEA
hgdp	HGDP00581	Druze	MEA
hgdp	HGDP00582	Druze	MEA
hgdp	HGDP00583	Druze	MEA
hgdp	HGDP00584	Druze	MEA
hgdp	HGDP00586	Druze	MEA
hgdp	HGDP00587	Druze	MEA
hgdp	HGDP00588	Druze	MEA
hgdp	HGDP00590	Druze	MEA
hgdp	HGDP00591	Druze	MEA
hgdp	HGDP00594	Druze	MEA
hgdp	HGDP00595	Druze	MEA
hgdp	HGDP00597	Druze	MEA
hgdp	HGDP00598	Druze	MEA
hgdp	HGDP00599	Druze	MEA
hgdp	HGDP00600	Druze	MEA
hgdp	HGDP00601	Druze	MEA
hgdp	HGDP00602	Druze	MEA
hgdp	HGDP00604	Druze	MEA
hgdp	HGDP00606	Druze	MEA
hgdp	HGDP00607	Bedouin	MEA
hgdp	HGDP00608	Bedouin	MEA
hgdp	HGDP00609	Bedouin	MEA
hgdp	HGDP00610	Bedouin	MEA
hgdp	HGDP00611	Bedouin	MEA
hgdp	HGDP00612	Bedouin	MEA
hgdp	HGDP00613	Bedouin	MEA
hgdp	HGDP00614	Bedouin	MEA
hgdp	HGDP00615	Bedouin	MEA
hgdp	HGDP00616	Bedouin	MEA
hgdp	HGDP00618	Bedouin	MEA
hgdp	HGDP00619	Bedouin	MEA
hgdp	HGDP00620	Bedouin	MEA
hgdp	HGDP00621	Bedouin	MEA
