#CRAM	CRAM_MD5	CRAI	CRAI_MD5	BAS	BAS_MD5	Sample	Population
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Chechen/SAMEA3302820/alignment/SAMEA3302820.alt_bwamem_GRCh38DH.20200922.Chechen.simons.cram	34fcac3d8aaea9f69b8dab17ac287b2f	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Chechen/SAMEA3302820/alignment/SAMEA3302820.alt_bwamem_GRCh38DH.20200922.Chechen.simons.cram.crai	8a760def36d50830b1ee9fe90c1910de	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Chechen/SAMEA3302820/alignment/SAMEA3302820.alt_bwamem_GRCh38DH.20200922.Chechen.simons.bam.bas	f29f67007d448b358c6e171b962fde01	ch113	Chechen in Russia (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Hawaiian/SAMEA3302908/alignment/SAMEA3302908.alt_bwamem_GRCh38DH.20200922.Hawaiian.simons.cram	2cc5e98f67122d47108a19c72d50d11e	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Hawaiian/SAMEA3302908/alignment/SAMEA3302908.alt_bwamem_GRCh38DH.20200922.Hawaiian.simons.cram.crai	db137fbd177bc333ee75f2eb48e1f361	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Hawaiian/SAMEA3302908/alignment/SAMEA3302908.alt_bwamem_GRCh38DH.20200922.Hawaiian.simons.bam.bas	b778fa3da9bf5aec2a416c0ae7e0e759	NA17385	Hawaiian in USA (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Gambian/SAMEA3302886/alignment/SAMEA3302886.alt_bwamem_GRCh38DH.20200922.Gambian.simons.cram	f389135808a1209a4958d56befbe8c01	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Gambian/SAMEA3302886/alignment/SAMEA3302886.alt_bwamem_GRCh38DH.20200922.Gambian.simons.cram.crai	a78ff44e27ed06b3f9db1250e5fb601a	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Gambian/SAMEA3302886/alignment/SAMEA3302886.alt_bwamem_GRCh38DH.20200922.Gambian.simons.bam.bas	a5e1ba11dd95ec41c406b78b789e46b4	HG02574	Gambian in Gambia (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Gambian/SAMEA3302631/alignment/SAMEA3302631.alt_bwamem_GRCh38DH.20200922.Gambian.simons.cram	9f5f7c64b5b419c1167a10e39ec97f25	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Gambian/SAMEA3302631/alignment/SAMEA3302631.alt_bwamem_GRCh38DH.20200922.Gambian.simons.cram.crai	1d76c22292fe8ccc3b170fad88d8bd0c	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Gambian/SAMEA3302631/alignment/SAMEA3302631.alt_bwamem_GRCh38DH.20200922.Gambian.simons.bam.bas	cab50e2bc4288c314a4131b58e228d3f	HG02464	Gambian in Gambia (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Turkish/SAMEA3302750/alignment/SAMEA3302750.alt_bwamem_GRCh38DH.20200922.Turkish.simons.cram	fdeac868e37a134dc9dfd68c97e27ac5	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Turkish/SAMEA3302750/alignment/SAMEA3302750.alt_bwamem_GRCh38DH.20200922.Turkish.simons.cram.crai	ae76c9f588e738b6da885bf7777800b9	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Turkish/SAMEA3302750/alignment/SAMEA3302750.alt_bwamem_GRCh38DH.20200922.Turkish.simons.bam.bas	7677edf7f3bd50309c32323c004d6cb0	Kayseri23827	Turkish in Turkey (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Turkish/SAMEA3302809/alignment/SAMEA3302809.alt_bwamem_GRCh38DH.20200922.Turkish.simons.cram	dec85bb8d5d82faf323e0075e8ce0e00	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Turkish/SAMEA3302809/alignment/SAMEA3302809.alt_bwamem_GRCh38DH.20200922.Turkish.simons.cram.crai	b7981939623eca50c2dd27f4e5a83a7c	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Turkish/SAMEA3302809/alignment/SAMEA3302809.alt_bwamem_GRCh38DH.20200922.Turkish.simons.bam.bas	138dd087bac64b88958c5077c0fc2752	Kayseri24424	Turkish in Turkey (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Madiga/SAMEA3302834/alignment/SAMEA3302834.alt_bwamem_GRCh38DH.20200922.Madiga.simons.cram	53b4e7812740178ec45ca40c0123bc85	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Madiga/SAMEA3302834/alignment/SAMEA3302834.alt_bwamem_GRCh38DH.20200922.Madiga.simons.cram.crai	06752b4ddebb09c13942f0d947360742	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Madiga/SAMEA3302834/alignment/SAMEA3302834.alt_bwamem_GRCh38DH.20200922.Madiga.simons.bam.bas	668f70e0c29172e9fa7e429e9902932f	M4	Madiga in India (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Madiga/SAMEA3302803/alignment/SAMEA3302803.alt_bwamem_GRCh38DH.20200922.Madiga.simons.cram	16a1f2be3ed1f6a74c8d009e296d0ec2	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Madiga/SAMEA3302803/alignment/SAMEA3302803.alt_bwamem_GRCh38DH.20200922.Madiga.simons.cram.crai	de840230ec75e958553b0a347dad93e8	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Madiga/SAMEA3302803/alignment/SAMEA3302803.alt_bwamem_GRCh38DH.20200922.Madiga.simons.bam.bas	160d2ae77107c4ed45b23c5caed4c57e	M13	Madiga in India (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Chane/SAMEA3302784/alignment/SAMEA3302784.alt_bwamem_GRCh38DH.20200922.Chane.simons.cram	85409f5ef062e7f9783539adf5987f78	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Chane/SAMEA3302784/alignment/SAMEA3302784.alt_bwamem_GRCh38DH.20200922.Chane.simons.cram.crai	bdc23eb1665768b55a73fd3d3f13d2f5	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Chane/SAMEA3302784/alignment/SAMEA3302784.alt_bwamem_GRCh38DH.20200922.Chane.simons.bam.bas	69c038ba534c7d8852d2cfa0e84edc7d	TGBS21	Chane in Argentina (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yemenite_Jew/SAMEA3302634/alignment/SAMEA3302634.alt_bwamem_GRCh38DH.20200922.Yemenite_Jew.simons.cram	4b10a5fe995e4c4eb334454030f82393	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yemenite_Jew/SAMEA3302634/alignment/SAMEA3302634.alt_bwamem_GRCh38DH.20200922.Yemenite_Jew.simons.cram.crai	6e561a6ba2ad50740a5fd3a1b2f52e33	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yemenite_Jew/SAMEA3302634/alignment/SAMEA3302634.alt_bwamem_GRCh38DH.20200922.Yemenite_Jew.simons.bam.bas	08bb4e645a23319f5e28173ffb252d8b	YemeniteJew4695	Yemenite Jew in Yemen (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yemenite_Jew/SAMEA3302807/alignment/SAMEA3302807.alt_bwamem_GRCh38DH.20200922.Yemenite_Jew.simons.cram	b9768b4186c1153fd5db223a740c6711	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yemenite_Jew/SAMEA3302807/alignment/SAMEA3302807.alt_bwamem_GRCh38DH.20200922.Yemenite_Jew.simons.cram.crai	a8c1d0d2ad5a8bbebb323324794e59e3	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yemenite_Jew/SAMEA3302807/alignment/SAMEA3302807.alt_bwamem_GRCh38DH.20200922.Yemenite_Jew.simons.bam.bas	4266f26b506898ee96e962e1ab2599d0	YemeniteJew5433	Yemenite Jew in Yemen (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Icelandic/SAMEA3302837/alignment/SAMEA3302837.alt_bwamem_GRCh38DH.20200922.Icelandic.simons.cram	156604a2e6fe01b517801e72f0522746	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Icelandic/SAMEA3302837/alignment/SAMEA3302837.alt_bwamem_GRCh38DH.20200922.Icelandic.simons.cram.crai	980a1a259ac1acad651bb5f832b3ffe9	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Icelandic/SAMEA3302837/alignment/SAMEA3302837.alt_bwamem_GRCh38DH.20200922.Icelandic.simons.bam.bas	98d17d96b48cc4c8f18d7411bb5e254d	NA15761	Icelandic in Iceland (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Icelandic/SAMEA3302859/alignment/SAMEA3302859.alt_bwamem_GRCh38DH.20200922.Icelandic.simons.cram	07fd4337003e75204cef62e81d4e8138	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Icelandic/SAMEA3302859/alignment/SAMEA3302859.alt_bwamem_GRCh38DH.20200922.Icelandic.simons.cram.crai	add0460379fb708de4be5b94cd32596c	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Icelandic/SAMEA3302859/alignment/SAMEA3302859.alt_bwamem_GRCh38DH.20200922.Icelandic.simons.bam.bas	c55770a8b6611d9e386f7f1db04cf5eb	NA15763	Icelandic in Iceland (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yoruba/SAMEA3302632/alignment/SAMEA3302632.alt_bwamem_GRCh38DH.20200922.Yoruba.simons.cram	465968823d25e1bbf1220133de030e36	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yoruba/SAMEA3302632/alignment/SAMEA3302632.alt_bwamem_GRCh38DH.20200922.Yoruba.simons.cram.crai	386739d2758b6d138586ed6eca52170e	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yoruba/SAMEA3302632/alignment/SAMEA3302632.alt_bwamem_GRCh38DH.20200922.Yoruba.simons.bam.bas	809298ffc96ba32689d2810585bacaa3	HGDP00932	Yoruba in Nigeria (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yoruba/SAMEA3302730/alignment/SAMEA3302730.alt_bwamem_GRCh38DH.20200922.Yoruba.simons.cram	5e4e749dfee3fb8d4c24b78320b1f763	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yoruba/SAMEA3302730/alignment/SAMEA3302730.alt_bwamem_GRCh38DH.20200922.Yoruba.simons.cram.crai	b5226fb07048e953ddcc03a27e1af50d	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yoruba/SAMEA3302730/alignment/SAMEA3302730.alt_bwamem_GRCh38DH.20200922.Yoruba.simons.bam.bas	1230634a168308759cafa1704f884f3a	HGDP00936	Yoruba in Nigeria (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yoruba/SAMEA3302835/alignment/SAMEA3302835.alt_bwamem_GRCh38DH.20200922.Yoruba.simons.cram	c844eb8b7db253195e156c4225ff1fb3	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yoruba/SAMEA3302835/alignment/SAMEA3302835.alt_bwamem_GRCh38DH.20200922.Yoruba.simons.cram.crai	33c5b38ff8f26bc4a9582e552de06546	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Yoruba/SAMEA3302835/alignment/SAMEA3302835.alt_bwamem_GRCh38DH.20200922.Yoruba.simons.bam.bas	bdeae46b93ebe3fb0ba3b3e1a3e39c42	HGDP00928	Yoruba in Nigeria (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Spanish/SAMEA3302883/alignment/SAMEA3302883.alt_bwamem_GRCh38DH.20200922.Spanish.simons.cram	fb4f09abd0b96ca35367889e58d61596	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Spanish/SAMEA3302883/alignment/SAMEA3302883.alt_bwamem_GRCh38DH.20200922.Spanish.simons.cram.crai	f21d098f533a8921594de191eb4ae2f2	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Spanish/SAMEA3302883/alignment/SAMEA3302883.alt_bwamem_GRCh38DH.20200922.Spanish.simons.bam.bas	658059d3e2bf6995c7e9c9977dfd0c80	HG01503	Spanish in Spain (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Spanish/SAMEA3302640/alignment/SAMEA3302640.alt_bwamem_GRCh38DH.20200922.Spanish.simons.cram	65efecc6c7ee42ab9fa5e6bec51bff65	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Spanish/SAMEA3302640/alignment/SAMEA3302640.alt_bwamem_GRCh38DH.20200922.Spanish.simons.cram.crai	35ba36ec4935d64f0ebbfeaf61974ae8	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Spanish/SAMEA3302640/alignment/SAMEA3302640.alt_bwamem_GRCh38DH.20200922.Spanish.simons.bam.bas	d83b00904303522ab5deba070245d2ac	HG01504	Spanish in Spain (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Luo/SAMEA3302810/alignment/SAMEA3302810.alt_bwamem_GRCh38DH.20200922.Luo.simons.cram	e4856c4b230d9d943302d0c0df93fbb1	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Luo/SAMEA3302810/alignment/SAMEA3302810.alt_bwamem_GRCh38DH.20200922.Luo.simons.cram.crai	809255e1687b08234930a1ea47c7fb0b	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Luo/SAMEA3302810/alignment/SAMEA3302810.alt_bwamem_GRCh38DH.20200922.Luo.simons.bam.bas	e09be8f44ad5db863dda6662ccb5cc83	Ayodo_502C	Luo in Kenya (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Luo/SAMEA3302868/alignment/SAMEA3302868.alt_bwamem_GRCh38DH.20200922.Luo.simons.cram	f62e8d590b9347cb24aef250534bf7c2	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Luo/SAMEA3302868/alignment/SAMEA3302868.alt_bwamem_GRCh38DH.20200922.Luo.simons.cram.crai	5ad3f5b9b5c42387b052d1528eea9404	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Luo/SAMEA3302868/alignment/SAMEA3302868.alt_bwamem_GRCh38DH.20200922.Luo.simons.bam.bas	50c8df214f1b5844c95e64b858803e18	Ayodo_430C	Luo in Kenya (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Atayal/SAMEA3302745/alignment/SAMEA3302745.alt_bwamem_GRCh38DH.20200922.Atayal.simons.cram	03c9f842404f6d5b49d2f21b465ad4a4	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Atayal/SAMEA3302745/alignment/SAMEA3302745.alt_bwamem_GRCh38DH.20200922.Atayal.simons.cram.crai	4c7486d18b6ad5aa39d975df88748cdc	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Atayal/SAMEA3302745/alignment/SAMEA3302745.alt_bwamem_GRCh38DH.20200922.Atayal.simons.bam.bas	f7d191a610b4aade162167eab9772820	NA13604	Atayal in Taiwan (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Han/SAMEA3302770/alignment/SAMEA3302770.alt_bwamem_GRCh38DH.20200922.Han.simons.cram	a41ac1ec50dc2a16cd138788f6ce2af2	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Han/SAMEA3302770/alignment/SAMEA3302770.alt_bwamem_GRCh38DH.20200922.Han.simons.cram.crai	b0753a871c68f79ecad7b018899b5130	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Han/SAMEA3302770/alignment/SAMEA3302770.alt_bwamem_GRCh38DH.20200922.Han.simons.bam.bas	6ba425d0ba1030b48e41f9f53f7ced57	HGDP00783	Han in China (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Han/SAMEA3302877/alignment/SAMEA3302877.alt_bwamem_GRCh38DH.20200922.Han.simons.cram	a66351f399d7aee9920cb8971131c95b	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Han/SAMEA3302877/alignment/SAMEA3302877.alt_bwamem_GRCh38DH.20200922.Han.simons.cram.crai	8ff4dd73aedb57e145e39c59f506c6ce	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Han/SAMEA3302877/alignment/SAMEA3302877.alt_bwamem_GRCh38DH.20200922.Han.simons.bam.bas	9a81d883405f9a01c51e83caaff2c6f9	HGDP00775	Han in China (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Han/SAMEA3302804/alignment/SAMEA3302804.alt_bwamem_GRCh38DH.20200922.Han.simons.cram	1f363ff9be72076079e5c0ecc266d2df	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Han/SAMEA3302804/alignment/SAMEA3302804.alt_bwamem_GRCh38DH.20200922.Han.simons.cram.crai	c9ba42af28acd56dc09f0467621585ef	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Han/SAMEA3302804/alignment/SAMEA3302804.alt_bwamem_GRCh38DH.20200922.Han.simons.bam.bas	19081d884ceea832d30d9ee5c8074edd	HGDP00785	Han in China (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/French/SAMEA3302712/alignment/SAMEA3302712.alt_bwamem_GRCh38DH.20200922.French.simons.cram	228c98c9c0b1c7ca45114b166b0fd2c1	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/French/SAMEA3302712/alignment/SAMEA3302712.alt_bwamem_GRCh38DH.20200922.French.simons.cram.crai	62df5c892e71ca929903aeb1e2d49c73	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/French/SAMEA3302712/alignment/SAMEA3302712.alt_bwamem_GRCh38DH.20200922.French.simons.bam.bas	7f7d66eb38157765c922b2ae8d1b341e	HGDP00533	French in France (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/French/SAMEA3302635/alignment/SAMEA3302635.alt_bwamem_GRCh38DH.20200922.French.simons.cram	e45da79eb68a3cac623a465607107adc	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/French/SAMEA3302635/alignment/SAMEA3302635.alt_bwamem_GRCh38DH.20200922.French.simons.cram.crai	fca03ae31a2d7325d50851e8174e4d61	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/French/SAMEA3302635/alignment/SAMEA3302635.alt_bwamem_GRCh38DH.20200922.French.simons.bam.bas	10d1a32d1f3b6ec16385a03c7dc9d932	HGDP00530	French in France (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/French/SAMEA3302828/alignment/SAMEA3302828.alt_bwamem_GRCh38DH.20200922.French.simons.cram	df5f56b844b88b7dd8efc49c7a4a5de4	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/French/SAMEA3302828/alignment/SAMEA3302828.alt_bwamem_GRCh38DH.20200922.French.simons.cram.crai	8a13126996474d4f098f4e6b78cd7132	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/French/SAMEA3302828/alignment/SAMEA3302828.alt_bwamem_GRCh38DH.20200922.French.simons.bam.bas	bd211c435c2f02e6f6ee262b4ef45485	HGDP00526	French in France (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Irula/SAMEA3302610/alignment/SAMEA3302610.alt_bwamem_GRCh38DH.20200922.Irula.simons.cram	1737e1ad532bf05a40b2b2a21b49c29e	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Irula/SAMEA3302610/alignment/SAMEA3302610.alt_bwamem_GRCh38DH.20200922.Irula.simons.cram.crai	0393a0123e3ab7d5a16495957bd00656	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Irula/SAMEA3302610/alignment/SAMEA3302610.alt_bwamem_GRCh38DH.20200922.Irula.simons.bam.bas	ac2f5e0f97e09f106aa17ccc952fa3f6	I1	Irula in India (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Irula/SAMEA3302742/alignment/SAMEA3302742.alt_bwamem_GRCh38DH.20200922.Irula.simons.cram	b6d4ab92e8acb76d00a67b6f74c5042d	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Irula/SAMEA3302742/alignment/SAMEA3302742.alt_bwamem_GRCh38DH.20200922.Irula.simons.cram.crai	486c5f09bd1a7cb2cc86bfdde729e2c6	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Irula/SAMEA3302742/alignment/SAMEA3302742.alt_bwamem_GRCh38DH.20200922.Irula.simons.bam.bas	d2dc4e9f388f928ce3490fff2705b4d5	I3	Irula in India (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mixtec/SAMEA3302618/alignment/SAMEA3302618.alt_bwamem_GRCh38DH.20200922.Mixtec.simons.cram	31471f759b33769b93e995047a9bb70d	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mixtec/SAMEA3302618/alignment/SAMEA3302618.alt_bwamem_GRCh38DH.20200922.Mixtec.simons.cram.crai	9ceb418490f9a4050d1d6df72b04f225	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mixtec/SAMEA3302618/alignment/SAMEA3302618.alt_bwamem_GRCh38DH.20200922.Mixtec.simons.bam.bas	6e16d469c6bacd6bbfa1b711ec3b1104	mixa0099	Mixtec in Mexico (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mixtec/SAMEA3302811/alignment/SAMEA3302811.alt_bwamem_GRCh38DH.20200922.Mixtec.simons.cram	8ddd5ca2277f270b7ccd77ae6ba25401	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mixtec/SAMEA3302811/alignment/SAMEA3302811.alt_bwamem_GRCh38DH.20200922.Mixtec.simons.cram.crai	09309f3c23b93ca7006f058f9b399876	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mixtec/SAMEA3302811/alignment/SAMEA3302811.alt_bwamem_GRCh38DH.20200922.Mixtec.simons.bam.bas	8ec29e957236b5af9e111386cc52e713	mixa0105	Mixtec in Mexico (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mansi/SAMEA3302654/alignment/SAMEA3302654.alt_bwamem_GRCh38DH.20200922.Mansi.simons.cram	a528743c5edb5e6c943deb15df456d04	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mansi/SAMEA3302654/alignment/SAMEA3302654.alt_bwamem_GRCh38DH.20200922.Mansi.simons.cram.crai	495e61caf84ee8b32c2130245adfd04a	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mansi/SAMEA3302654/alignment/SAMEA3302654.alt_bwamem_GRCh38DH.20200922.Mansi.simons.bam.bas	f302b779d710a4764b9732e60e956bc2	Mansi41	Mansi in Russia (SGDP)
ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mansi/SAMEA3302762/alignment/SAMEA3302762.alt_bwamem_GRCh38DH.20200922.Mansi.simons.cram	290d73d1f186d120a5aa71f7e907a241	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mansi/SAMEA3302762/alignment/SAMEA3302762.alt_bwamem_GRCh38DH.20200922.Mansi.simons.cram.crai	caa03b92a156f8889673723f36dee6a9	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/simons_diversity_data/data/Mansi/SAMEA3302762/alignment/SAMEA3302762.alt_bwamem_GRCh38DH.20200922.Mansi.simons.bam.bas	8bec2818eadf2819c026834b5872a982	Mansi79	Mansi in Russia (SGDP)
