sample	file
HGDP00298	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00298/alignment/HGDP00298.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00302	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00302/alignment/HGDP00302.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00304	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00304/alignment/HGDP00304.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00307	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00307/alignment/HGDP00307.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00309	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00309/alignment/HGDP00309.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00311	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00311/alignment/HGDP00311.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00313	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00313/alignment/HGDP00313.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00315	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00315/alignment/HGDP00315.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00319	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00319/alignment/HGDP00319.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00323	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00323/alignment/HGDP00323.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00326	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00326/alignment/HGDP00326.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00330	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00330/alignment/HGDP00330.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00333	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Kalash/HGDP00333/alignment/HGDP00333.alt_bwamem_GRCh38DH.20181023.Kalash.cram
HGDP00341	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00341/alignment/HGDP00341.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00346	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00346/alignment/HGDP00346.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00351	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00351/alignment/HGDP00351.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00356	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00356/alignment/HGDP00356.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00359	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00359/alignment/HGDP00359.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00364	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00364/alignment/HGDP00364.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00371	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00371/alignment/HGDP00371.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00372	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00372/alignment/HGDP00372.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00376	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00376/alignment/HGDP00376.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00382	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00382/alignment/HGDP00382.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00388	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00388/alignment/HGDP00388.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00392	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00392/alignment/HGDP00392.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00397	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00397/alignment/HGDP00397.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00402	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00402/alignment/HGDP00402.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00407	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00407/alignment/HGDP00407.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00412	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00412/alignment/HGDP00412.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00417	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00417/alignment/HGDP00417.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00423	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00423/alignment/HGDP00423.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00433	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00433/alignment/HGDP00433.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00438	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00438/alignment/HGDP00438.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00444	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00444/alignment/HGDP00444.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00445	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Burusho/HGDP00445/alignment/HGDP00445.alt_bwamem_GRCh38DH.20181023.Burusho.cram
HGDP00450	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Mbuti/HGDP00450/alignment/HGDP00450.alt_bwamem_GRCh38DH.20181023.Mbuti.cram
HGDP00452	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00452/alignment/HGDP00452.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00453	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00453/alignment/HGDP00453.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00454	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00454/alignment/HGDP00454.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00455	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00455/alignment/HGDP00455.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00458	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00458/alignment/HGDP00458.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00459	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00459/alignment/HGDP00459.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00460	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00460/alignment/HGDP00460.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00462	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Mbuti/HGDP00462/alignment/HGDP00462.alt_bwamem_GRCh38DH.20181023.Mbuti.cram
HGDP00463	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Mbuti/HGDP00463/alignment/HGDP00463.alt_bwamem_GRCh38DH.20181023.Mbuti.cram
HGDP00464	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00464/alignment/HGDP00464.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00466	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00466/alignment/HGDP00466.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00467	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Mbuti/HGDP00467/alignment/HGDP00467.alt_bwamem_GRCh38DH.20181023.Mbuti.cram
HGDP00469	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00469/alignment/HGDP00469.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00470	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00470/alignment/HGDP00470.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00471	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Mbuti/HGDP00471/alignment/HGDP00471.alt_bwamem_GRCh38DH.20181023.Mbuti.cram
HGDP00472	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00472/alignment/HGDP00472.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00473	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00473/alignment/HGDP00473.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00475	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00475/alignment/HGDP00475.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00478	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Mbuti/HGDP00478/alignment/HGDP00478.alt_bwamem_GRCh38DH.20181023.Mbuti.cram
HGDP00479	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Biaka/HGDP00479/alignment/HGDP00479.alt_bwamem_GRCh38DH.20181023.Biaka.cram
HGDP00491	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bougainville/HGDP00491/alignment/HGDP00491.alt_bwamem_GRCh38DH.20181023.Bougainville.cram
HGDP00511	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00511/alignment/HGDP00511.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00512	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00512/alignment/HGDP00512.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00513	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00513/alignment/HGDP00513.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00514	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00514/alignment/HGDP00514.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00515	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00515/alignment/HGDP00515.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00516	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00516/alignment/HGDP00516.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00517	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00517/alignment/HGDP00517.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00518	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00518/alignment/HGDP00518.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00519	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00519/alignment/HGDP00519.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00520	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00520/alignment/HGDP00520.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00522	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00522/alignment/HGDP00522.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00523	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00523/alignment/HGDP00523.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00524	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00524/alignment/HGDP00524.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00525	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00525/alignment/HGDP00525.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00527	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00527/alignment/HGDP00527.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00528	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00528/alignment/HGDP00528.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00529	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00529/alignment/HGDP00529.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00531	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00531/alignment/HGDP00531.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00534	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00534/alignment/HGDP00534.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00535	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00535/alignment/HGDP00535.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00536	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00536/alignment/HGDP00536.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00537	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00537/alignment/HGDP00537.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00538	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00538/alignment/HGDP00538.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00539	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/French/HGDP00539/alignment/HGDP00539.alt_bwamem_GRCh38DH.20181023.French.cram
HGDP00541	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanSepik/HGDP00541/alignment/HGDP00541.alt_bwamem_GRCh38DH.20181023.PapuanSepik.cram
HGDP00542	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanSepik/HGDP00542/alignment/HGDP00542.alt_bwamem_GRCh38DH.20181023.PapuanSepik.cram
HGDP00543	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanSepik/HGDP00543/alignment/HGDP00543.alt_bwamem_GRCh38DH.20181023.PapuanSepik.cram
HGDP00544	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanSepik/HGDP00544/alignment/HGDP00544.alt_bwamem_GRCh38DH.20181023.PapuanSepik.cram
HGDP00545	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanSepik/HGDP00545/alignment/HGDP00545.alt_bwamem_GRCh38DH.20181023.PapuanSepik.cram
HGDP00546	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanSepik/HGDP00546/alignment/HGDP00546.alt_bwamem_GRCh38DH.20181023.PapuanSepik.cram
HGDP00547	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanSepik/HGDP00547/alignment/HGDP00547.alt_bwamem_GRCh38DH.20181023.PapuanSepik.cram
HGDP00549	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanHighlands/HGDP00549/alignment/HGDP00549.alt_bwamem_GRCh38DH.20181023.PapuanHighlands.cram
HGDP00550	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanHighlands/HGDP00550/alignment/HGDP00550.alt_bwamem_GRCh38DH.20181023.PapuanHighlands.cram
HGDP00551	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanHighlands/HGDP00551/alignment/HGDP00551.alt_bwamem_GRCh38DH.20181023.PapuanHighlands.cram
HGDP00553	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanHighlands/HGDP00553/alignment/HGDP00553.alt_bwamem_GRCh38DH.20181023.PapuanHighlands.cram
HGDP00555	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanHighlands/HGDP00555/alignment/HGDP00555.alt_bwamem_GRCh38DH.20181023.PapuanHighlands.cram
HGDP00556	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/PapuanHighlands/HGDP00556/alignment/HGDP00556.alt_bwamem_GRCh38DH.20181023.PapuanHighlands.cram
HGDP00557	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00557/alignment/HGDP00557.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00558	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00558/alignment/HGDP00558.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00559	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00559/alignment/HGDP00559.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00560	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00560/alignment/HGDP00560.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00561	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00561/alignment/HGDP00561.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00562	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00562/alignment/HGDP00562.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00563	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00563/alignment/HGDP00563.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00564	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00564/alignment/HGDP00564.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00565	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00565/alignment/HGDP00565.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00566	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00566/alignment/HGDP00566.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00567	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00567/alignment/HGDP00567.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00568	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00568/alignment/HGDP00568.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00571	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00571/alignment/HGDP00571.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00572	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00572/alignment/HGDP00572.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00573	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00573/alignment/HGDP00573.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00574	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00574/alignment/HGDP00574.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00575	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00575/alignment/HGDP00575.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00576	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00576/alignment/HGDP00576.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00577	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00577/alignment/HGDP00577.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00578	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00578/alignment/HGDP00578.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00579	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00579/alignment/HGDP00579.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00580	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00580/alignment/HGDP00580.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00581	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00581/alignment/HGDP00581.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00582	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00582/alignment/HGDP00582.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00583	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00583/alignment/HGDP00583.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00584	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00584/alignment/HGDP00584.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00586	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00586/alignment/HGDP00586.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00587	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00587/alignment/HGDP00587.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00588	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00588/alignment/HGDP00588.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00590	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00590/alignment/HGDP00590.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00591	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00591/alignment/HGDP00591.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00594	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00594/alignment/HGDP00594.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00595	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00595/alignment/HGDP00595.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00598	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00598/alignment/HGDP00598.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00599	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00599/alignment/HGDP00599.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00600	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00600/alignment/HGDP00600.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00601	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00601/alignment/HGDP00601.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00602	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00602/alignment/HGDP00602.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00604	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00604/alignment/HGDP00604.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00606	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Druze/HGDP00606/alignment/HGDP00606.alt_bwamem_GRCh38DH.20181023.Druze.cram
HGDP00607	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00607/alignment/HGDP00607.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00608	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00608/alignment/HGDP00608.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00609	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00609/alignment/HGDP00609.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
HGDP00610	ftp://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGDP/data/Bedouin/HGDP00610/alignment/HGDP00610.alt_bwamem_GRCh38DH.20181023.Bedouin.cram
