project	sample	accession	center	platform	instrument	library	layout	description	fastq_r1_md5	fastq_r2_md5	fastq_r1_ftp	fastq_r2_ftp	fastq_r1	fastq_r2
PRJNA288297	DGMQ-31650	SRR2098219	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31650_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	80ff208c9b2931cf9c7ac853a168feee	6c1cd7163c9629a58f635890ced47776	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098219/SRR2098219_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098219/SRR2098219_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098219_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098219_r2.fastq.gz
PRJNA288297	DGMQ-31695	SRR2098220	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31695_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	444c6898a551be47d11a103307b0babf	6334fddc2ace9b02eb3ee6e9c473938b	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098220/SRR2098220_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098220/SRR2098220_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098220_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098220_r2.fastq.gz
PRJNA288297	DGMQ-31705	SRR2098221	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31705_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	f70bb18cd2c89116a986e31dfbb02d93	6a14c121c64a3f08a545e24e84cabd44	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098221/SRR2098221_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098221/SRR2098221_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098221_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098221_r2.fastq.gz
PRJNA288297	DGMQ-31711	SRR2098222	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31711_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	4f6de1d7eac914905de14fbed9e39797	0ce804133cdb830252c408bd6b136897	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098222/SRR2098222_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098222/SRR2098222_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098222_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098222_r2.fastq.gz
PRJNA288297	DGMQ-31714	SRR2098223	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31714_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	86548c8b20a0ca2a8578464a0b043e42	9cd0f49a1fbfeded6d3a6854d241a88d	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098223/SRR2098223_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098223/SRR2098223_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098223_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098223_r2.fastq.gz
PRJNA288297	DGMQ-31717	SRR2098224	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31717_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	d667341258eda30669d769d474c2159c	d485f3cf79f1881e943cdede35f9aa6e	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098224/SRR2098224_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098224/SRR2098224_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098224_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098224_r2.fastq.gz
PRJNA288297	DGMQ-31724	SRR2098225	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31724_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	27d0cc057a9f04695ad0bc1578985e5b	3206d3db3ffe585d6cddf33f85c7c2e3	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098225/SRR2098225_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098225/SRR2098225_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098225_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098225_r2.fastq.gz
PRJNA288297	DGMQ-31725	SRR2098226	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31725_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	1d61e2b89277d7e812463a8b286f0a02	b87e6dd2f5bdf73f12031c0e2167c418	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098226/SRR2098226_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098226/SRR2098226_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098226_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098226_r2.fastq.gz
PRJNA288297	DGMQ-32061	SRR2098227	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32061_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	c6eecbf431c3ca85d1ec0baede90df3c	e719d288e5bc6b6a6badbbf56ac5dd6f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098227/SRR2098227_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098227/SRR2098227_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098227_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098227_r2.fastq.gz
PRJNA288297	DGMQ-32064	SRR2098228	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32064_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	6e9d52f4111e6343629dfa5ebce21d21	82efc890303f75176cf4dc7bca011e95	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098228/SRR2098228_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098228/SRR2098228_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098228_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098228_r2.fastq.gz
PRJNA288297	DGMQ-32118	SRR2098229	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32118_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	dafcd69d431654d90625b92cbf2cb9bc	cb5ba6c19aad27ec0cf8eedd23ef18bd	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098229/SRR2098229_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098229/SRR2098229_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098229_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098229_r2.fastq.gz
PRJNA288297	DGMQ-32121	SRR2098230	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32121_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	0cb504f417ef3bfab1a0b8e68e32cd23	c4df17088772bd5752db57f58c54c1d3	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098230/SRR2098230_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098230/SRR2098230_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098230_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098230_r2.fastq.gz
PRJNA288297	DGMQ-32148	SRR2098231	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32148_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	cbd7caf9e8274b8f5f92721e1de3a1a4	b16b93fad18668f35a3ed322a16f76a9	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098231/SRR2098231_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098231/SRR2098231_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098231_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098231_r2.fastq.gz
PRJNA288297	DGMQ-32167	SRR2098232	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32167_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	1f0b28740ee1bebdf8a16cf22d5ddde9	48673db9a6189b76db427376b452439c	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098232/SRR2098232_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098232/SRR2098232_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098232_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098232_r2.fastq.gz
PRJNA288297	DGMQ-32180	SRR2098233	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32180_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	a6ef7cbcef34add1200323ff9b37df9d	e2ea4db46123a3cc0ccfd28ff00b7140	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098233/SRR2098233_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098233/SRR2098233_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098233_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098233_r2.fastq.gz
PRJNA288297	DGMQ-32182	SRR2098234	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32182_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	edfa1ee624630ba94f8178aa12196bf2	d8694a91c2f66e620654bc125e53f0b6	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098234/SRR2098234_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098234/SRR2098234_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098234_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098234_r2.fastq.gz
PRJNA288297	DGMQ-32200	SRR2098235	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32200_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	1838841bc352049e391c51f993bc6769	de8239dfbd1faa83b7d6f4d7950ad3e3	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098235/SRR2098235_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098235/SRR2098235_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098235_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098235_r2.fastq.gz
PRJNA288297	DGMQ-32215	SRR2098236	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32215_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	d643569ad75a9515719fd9928a03da51	5068bcaf5a5758266a12fb11a30eb0d1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098236/SRR2098236_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098236/SRR2098236_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098236_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098236_r2.fastq.gz
PRJNA288297	DGMQ-32219	SRR2098237	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32219_WGS_2	PAIRED	Homo sapiens whole genome sequencing of Qataris	2ae430488a9badd3b4cdb9bcce8190e0	9ce9746a16c3302741d1846c9b117058	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098237/SRR2098237_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098237/SRR2098237_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098237_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098237_r2.fastq.gz
PRJNA288297	DGMQ-32224	SRR2098238	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32224_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	d7cbd97b22f4e024976ae2ed3fe5f902	04411c2b42efdd0612ddc1f887b162db	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098238/SRR2098238_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098238/SRR2098238_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098238_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098238_r2.fastq.gz
PRJNA288297	DGMQ-32250	SRR2098239	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32250_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	3b919491e947f283f714b409d56810d4	1a88c031fcf6f5b6919b57ec5162ac55	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098239/SRR2098239_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098239/SRR2098239_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098239_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098239_r2.fastq.gz
PRJNA288297	DGMQ-32273	SRR2098240	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32273_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	ab8073bb47bba4affe11ff1bbd0bc767	675008f8e9b9e9a9fe493fb56f68fed1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098240/SRR2098240_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098240/SRR2098240_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098240_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098240_r2.fastq.gz
PRJNA288297	DGMQ-32287	SRR2098241	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32287_WGS_2	PAIRED	Homo sapiens whole genome sequencing of Qataris	709faf429291aff9dc55883b9a695480	1d8dd6f3acc965ba35c5c59a623dfa59	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098241/SRR2098241_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098241/SRR2098241_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098241_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098241_r2.fastq.gz
PRJNA288297	DGMQ-32293	SRR2098242	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32293_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	16beded3d53f8c6db3e4bf2d2808325f	5afc7142f00c0519d39d83ee8e5cb599	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098242/SRR2098242_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098242/SRR2098242_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098242_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098242_r2.fastq.gz
PRJNA288297	DGMQ-32302	SRR2098243	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32302_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	93b69550751c00c5f9ab416ed45761b6	85359bf68ee7440fff65c04139db9e50	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098243/SRR2098243_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098243/SRR2098243_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098243_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098243_r2.fastq.gz
PRJNA288297	DGMQ-32308	SRR2098244	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32308_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	e3c9ea2a8881570c0313f64218e3bea1	fd4831e22b4511c231b73667adbdf996	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098244/SRR2098244_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098244/SRR2098244_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098244_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098244_r2.fastq.gz
PRJNA288297	DGMQ-31226	SRR2098245	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31226_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	7a865036c60e3ca64d8d7d676669f2dc	7308a9a770ea5cca911a787c8454363b	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098245/SRR2098245_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098245/SRR2098245_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098245_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098245_r2.fastq.gz
PRJNA288297	DGMQ-31269	SRR2098246	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31269_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	cf6a1a9dc82c14c9dad7e1f3ed83eca5	acdee1a75c6a97c1637f394b3dd434ad	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098246/SRR2098246_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098246/SRR2098246_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098246_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098246_r2.fastq.gz
PRJNA288297	DGMQ-31441	SRR2098247	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31441_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	276f4a104352608a2757e12b18097242	c1f86baea37db21f8c3c9dadf3fa0070	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098247/SRR2098247_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098247/SRR2098247_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098247_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098247_r2.fastq.gz
PRJNA288297	DGMQ-31452	SRR2098248	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31452_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	32eeb1478583a4d08b9feb8528563c34	039c9044467f15ec42840642b1e24b63	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098248/SRR2098248_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098248/SRR2098248_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098248_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098248_r2.fastq.gz
PRJNA288297	DGMQ-31455	SRR2098249	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31455_WGS_2	PAIRED	Homo sapiens whole genome sequencing of Qataris	41ce94d6bf7c324650b45e3982ffbe5d	4644f4b37e91dcd6bb35fac393d11450	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098249/SRR2098249_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098249/SRR2098249_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098249_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098249_r2.fastq.gz
PRJNA288297	DGMQ-31497	SRR2098250	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31497_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	96d3e3295766d08c8ae1568f087897f5	2c24df45be81aef15479bc41631b262b	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098250/SRR2098250_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098250/SRR2098250_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098250_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098250_r2.fastq.gz
PRJNA288297	DGMQ-31514	SRR2098251	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31514_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	1b9202f41f5aec73b0371b31275ce7ff	b4a4ca8c26ba9b6ac2ccdf7a4c458f1e	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098251/SRR2098251_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/001/SRR2098251/SRR2098251_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098251_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098251_r2.fastq.gz
PRJNA288297	DGMQ-31529	SRR2098252	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31529_WGS_2	PAIRED	Homo sapiens whole genome sequencing of Qataris	3cff299b0e3fb3a9088ef3da172fe856	cabc94ec58575ca09b394da09a472995	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098252/SRR2098252_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/002/SRR2098252/SRR2098252_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098252_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098252_r2.fastq.gz
PRJNA288297	DGMQ-31537	SRR2098253	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31537_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	85665967172b06ebbe22c66d88dd223f	e63e63e896a71a1da98498e9db3baa40	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098253/SRR2098253_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/003/SRR2098253/SRR2098253_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098253_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098253_r2.fastq.gz
PRJNA288297	DGMQ-31552	SRR2098254	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31552_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	4d300cebca07a20b9a6a4065a3240405	812ca640f3945a5f15b363efc6094262	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098254/SRR2098254_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/004/SRR2098254/SRR2098254_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098254_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098254_r2.fastq.gz
PRJNA288297	DGMQ-31574	SRR2098255	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31574_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	2d23a831a465a89f58f9e3ccaa7dd696	c8d00702ebf5d5ac64e6347c0f2c52d0	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098255/SRR2098255_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/005/SRR2098255/SRR2098255_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098255_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098255_r2.fastq.gz
PRJNA288297	DGMQ-31582	SRR2098256	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31582_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	00bf03932d4383d502b5b726cb3ebf5b	56785c734aba799ec35cefec8d0938a0	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098256/SRR2098256_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/006/SRR2098256/SRR2098256_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098256_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098256_r2.fastq.gz
PRJNA288297	DGMQ-31601	SRR2098257	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31601_WGS	PAIRED	Homo sapiens whole genome sequencing of Qataris	26fb5935202b7fedc30d269cbc79e0a8	3aa0b3b9f020b6221e3be468478452a9	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098257/SRR2098257_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/007/SRR2098257/SRR2098257_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098257_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098257_r2.fastq.gz
PRJNA288297	DGMQ-31611	SRR2098258	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31611_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	79492aadeabc35c29de47a66e38f7839	d88d0db01de67fbf3d9787f22cb6c8d6	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098258/SRR2098258_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/008/SRR2098258/SRR2098258_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098258_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098258_r2.fastq.gz
PRJNA288297	DGMQ-31872	SRR2098259	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-31872_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	80aae4760211317b00c8437e760b7995	6418d0df38716130f8f1ce64c85c2fc8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098259/SRR2098259_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/009/SRR2098259/SRR2098259_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098259_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098259_r2.fastq.gz
PRJNA288297	DGMQ-32056	SRR2098260	Weill Cornell Medical College	ILLUMINA	Illumina HiSeq 2500	DGMQ-32056_WGS_3	PAIRED	Homo sapiens whole genome sequencing of Qataris	19772c3d6861557cf93b66bcc5dfde05	3acb2f35b79e5266e0a40dc66a058cd3	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098260/SRR2098260_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR209/000/SRR2098260/SRR2098260_2.fastq.gz	data/source/PRJNA288297/fastq/SRR2098260_r1.fastq.gz	data/source/PRJNA288297/fastq/SRR2098260_r2.fastq.gz
