project	sample	accession	center	platform	instrument	library	layout	description	fastq_r1_md5	fastq_r2_md5	fastq_r1_ftp	fastq_r2_ftp	fastq_r1	fastq_r2
PRJEB3252	SC_GMJOL5309920	ERR217650	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916221	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	067f06253a30d9c67b314310a7df3976	52c911c875169b2a5d56bd10776830d7	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217650/ERR217650_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217650/ERR217650_2.fastq.gz	data/source/ggvp/fastq/ERR217650_r1.fastq.gz	data/source/ggvp/fastq/ERR217650_r2.fastq.gz
PRJEB3252	SC_GMJOL5309921	ERR217651	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916209	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	ecbefb2807fe8d3e83f4f1ac739bf29c	e2dc501fbc06c797655c0f3f8fde1642	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217651/ERR217651_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217651/ERR217651_2.fastq.gz	data/source/ggvp/fastq/ERR217651_r1.fastq.gz	data/source/ggvp/fastq/ERR217651_r2.fastq.gz
PRJEB3252	SC_GMJOL5309912	ERR217652	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916293	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	e145e49ff9404276fd0f2c7c9016187f	a5faf75d859182b7d0b24e121adc3bfb	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217652/ERR217652_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217652/ERR217652_2.fastq.gz	data/source/ggvp/fastq/ERR217652_r1.fastq.gz	data/source/ggvp/fastq/ERR217652_r2.fastq.gz
PRJEB3252	SC_GMJOL5309913	ERR217653	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916281	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	acb63e632a645323afa8d7d638ef20d9	33260030d84f2d2d0b9b70199ba355d4	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217653/ERR217653_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217653/ERR217653_2.fastq.gz	data/source/ggvp/fastq/ERR217653_r1.fastq.gz	data/source/ggvp/fastq/ERR217653_r2.fastq.gz
PRJEB3252	SC_GMJOL5309914	ERR217654	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916269	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	ffd1d007ffc86270d50362eafd470ec8	71e73b68dd14ee3325113b57903451cb	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217654/ERR217654_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217654/ERR217654_2.fastq.gz	data/source/ggvp/fastq/ERR217654_r1.fastq.gz	data/source/ggvp/fastq/ERR217654_r2.fastq.gz
PRJEB3252	SC_GMJOL5309917	ERR217655	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916257	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	dd4bdc2e156b19bc5f3374a82a237221	b69533f3a92221cdc6baa0e6bc5669dc	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217655/ERR217655_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217655/ERR217655_2.fastq.gz	data/source/ggvp/fastq/ERR217655_r1.fastq.gz	data/source/ggvp/fastq/ERR217655_r2.fastq.gz
PRJEB3252	SC_GMJOL5309918	ERR217656	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916245	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	3d79eef1c8d55e3540d72155e807fbae	4e100b9947f37f986710a805efc15337	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217656/ERR217656_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217656/ERR217656_2.fastq.gz	data/source/ggvp/fastq/ERR217656_r1.fastq.gz	data/source/ggvp/fastq/ERR217656_r2.fastq.gz
PRJEB3252	SC_GMJOL5309919	ERR217657	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916233	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	e003c2dd8a7aa11787967999532d1d67	bf50ea41c1520abc40f6138a16582870	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217657/ERR217657_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217657/ERR217657_2.fastq.gz	data/source/ggvp/fastq/ERR217657_r1.fastq.gz	data/source/ggvp/fastq/ERR217657_r2.fastq.gz
PRJEB3252	SC_GMJOL5309920	ERR217658	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916221	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	d32818161c75bf5acd52b1f1f40d8733	0070772ec2963d7d862cd18d5f5b84f8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217658/ERR217658_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217658/ERR217658_2.fastq.gz	data/source/ggvp/fastq/ERR217658_r1.fastq.gz	data/source/ggvp/fastq/ERR217658_r2.fastq.gz
PRJEB3252	SC_GMJOL5309921	ERR217659	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916209	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	132d9b5b06ef11264ad922101deaef92	034e0148d06aa8001ee7533266d9d4ce	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217659/ERR217659_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217659/ERR217659_2.fastq.gz	data/source/ggvp/fastq/ERR217659_r1.fastq.gz	data/source/ggvp/fastq/ERR217659_r2.fastq.gz
PRJEB3252	SC_GMJOL5309934	ERR217660	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916291	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	20b38b429ffa02ffd6c1e8193b75d86e	c4d6328ddc3e271855846aff024e90db	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217660/ERR217660_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217660/ERR217660_2.fastq.gz	data/source/ggvp/fastq/ERR217660_r1.fastq.gz	data/source/ggvp/fastq/ERR217660_r2.fastq.gz
PRJEB3252	SC_GMJOL5309935	ERR217661	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916279	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	73091524ee8aa9ddacc440738d6d3326	8e7efe9dad07ad9b09ea8e54f92c1848	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217661/ERR217661_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217661/ERR217661_2.fastq.gz	data/source/ggvp/fastq/ERR217661_r1.fastq.gz	data/source/ggvp/fastq/ERR217661_r2.fastq.gz
PRJEB3252	SC_GMJOL5309936	ERR217662	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916267	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	e72f6213f9e01a547318c18295ad57a9	3761fae895ccb513fa4e247b2ccd09ad	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217662/ERR217662_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217662/ERR217662_2.fastq.gz	data/source/ggvp/fastq/ERR217662_r1.fastq.gz	data/source/ggvp/fastq/ERR217662_r2.fastq.gz
PRJEB3252	SC_GMJOL5309937	ERR217663	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916255	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	1d46a9f58d973309c24c3feca6ce6f16	157de8e9621840f392d9a0778d67c161	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217663/ERR217663_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217663/ERR217663_2.fastq.gz	data/source/ggvp/fastq/ERR217663_r1.fastq.gz	data/source/ggvp/fastq/ERR217663_r2.fastq.gz
PRJEB3252	SC_GMJOL5309939	ERR217664	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916243	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	fb80b28269e0d567419ec0bf5a1c031c	fcbac7421d47989b504190453e273b83	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217664/ERR217664_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217664/ERR217664_2.fastq.gz	data/source/ggvp/fastq/ERR217664_r1.fastq.gz	data/source/ggvp/fastq/ERR217664_r2.fastq.gz
PRJEB3252	SC_GMJOL5309940	ERR217665	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916231	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	ae9138b94fc251e0874d765a008ecba9	2f544c7cb2bfec95b45d33f81adc8f15	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217665/ERR217665_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217665/ERR217665_2.fastq.gz	data/source/ggvp/fastq/ERR217665_r1.fastq.gz	data/source/ggvp/fastq/ERR217665_r2.fastq.gz
PRJEB3252	SC_GMJOL5309941	ERR217666	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916219	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	755efd5fa7afa5df1bb745ced36d50ba	d416b9736cc9a66e142a6dc0f8480429	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217666/ERR217666_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217666/ERR217666_2.fastq.gz	data/source/ggvp/fastq/ERR217666_r1.fastq.gz	data/source/ggvp/fastq/ERR217666_r2.fastq.gz
PRJEB3252	SC_GMJOL5309942	ERR217667	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916207	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	d1286733bb9f21f3935392c71cca32f0	b8c2577dee91fd96b648348649479423	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217667/ERR217667_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217667/ERR217667_2.fastq.gz	data/source/ggvp/fastq/ERR217667_r1.fastq.gz	data/source/ggvp/fastq/ERR217667_r2.fastq.gz
PRJEB3252	SC_GMJOL5309934	ERR217668	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916291	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	c6744d531f25de7434e78d7d9d5a743e	9a477ac69bfc1e706b5761d74ef75892	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217668/ERR217668_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217668/ERR217668_2.fastq.gz	data/source/ggvp/fastq/ERR217668_r1.fastq.gz	data/source/ggvp/fastq/ERR217668_r2.fastq.gz
PRJEB3252	SC_GMJOL5309935	ERR217669	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916279	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	b55871dea8fbc930a2b30d9223e64df4	476aeb04b84446777623d29f2dcf5ca6	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217669/ERR217669_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217669/ERR217669_2.fastq.gz	data/source/ggvp/fastq/ERR217669_r1.fastq.gz	data/source/ggvp/fastq/ERR217669_r2.fastq.gz
PRJEB3252	SC_GMJOL5309936	ERR217670	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916267	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	467f85286e2bb232a588f8ef1711b7e1	d1307ba0067b4816e7f0b4b1cb66e449	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217670/ERR217670_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217670/ERR217670_2.fastq.gz	data/source/ggvp/fastq/ERR217670_r1.fastq.gz	data/source/ggvp/fastq/ERR217670_r2.fastq.gz
PRJEB3252	SC_GMJOL5309937	ERR217671	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916255	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	91b4b2310344d9aeb283028431f15d62	80bafb0b299dfcf5f0e560bfb77f6edc	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217671/ERR217671_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217671/ERR217671_2.fastq.gz	data/source/ggvp/fastq/ERR217671_r1.fastq.gz	data/source/ggvp/fastq/ERR217671_r2.fastq.gz
PRJEB3252	SC_GMJOL5309939	ERR217672	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916243	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	3243c5f42ca1f3a43c6c760466e29fbe	e852e1494e8e1bad6993185bcc040d55	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217672/ERR217672_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217672/ERR217672_2.fastq.gz	data/source/ggvp/fastq/ERR217672_r1.fastq.gz	data/source/ggvp/fastq/ERR217672_r2.fastq.gz
PRJEB3252	SC_GMJOL5309940	ERR217673	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916231	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	09e5776c520f3d02392e7654f3222949	8fad702b0ed66af1b4634d339858aee4	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217673/ERR217673_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217673/ERR217673_2.fastq.gz	data/source/ggvp/fastq/ERR217673_r1.fastq.gz	data/source/ggvp/fastq/ERR217673_r2.fastq.gz
PRJEB3252	SC_GMJOL5309941	ERR217674	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916219	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	15a10a0ab53978ac5b163502bad466bf	df41e015cd0e4ebe6ddd3265ea6135ba	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217674/ERR217674_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217674/ERR217674_2.fastq.gz	data/source/ggvp/fastq/ERR217674_r1.fastq.gz	data/source/ggvp/fastq/ERR217674_r2.fastq.gz
PRJEB3252	SC_GMJOL5309942	ERR217675	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916207	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	026b92d40e5350adde66d3f0385055de	0722d82cf97991f0b6453fd3971d4477	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217675/ERR217675_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217675/ERR217675_2.fastq.gz	data/source/ggvp/fastq/ERR217675_r1.fastq.gz	data/source/ggvp/fastq/ERR217675_r2.fastq.gz
PRJEB3252	SC_GMJOL5309934	ERR217676	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916291	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	2299078c41e13f3d8de23df3578f1875	3e3f5044059b053dbcd61de291dae60a	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217676/ERR217676_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217676/ERR217676_2.fastq.gz	data/source/ggvp/fastq/ERR217676_r1.fastq.gz	data/source/ggvp/fastq/ERR217676_r2.fastq.gz
PRJEB3252	SC_GMJOL5309935	ERR217677	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916279	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	a80be483c5055d589e6aa5d4304906bb	ac54e891ccd683399c385d5ffa47e2d5	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217677/ERR217677_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217677/ERR217677_2.fastq.gz	data/source/ggvp/fastq/ERR217677_r1.fastq.gz	data/source/ggvp/fastq/ERR217677_r2.fastq.gz
PRJEB3252	SC_GMJOL5309936	ERR217678	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916267	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	ab8627d63fdc07d481e9e79b8c894040	570ff8a3870ccbea98870ca12bfec00a	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217678/ERR217678_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217678/ERR217678_2.fastq.gz	data/source/ggvp/fastq/ERR217678_r1.fastq.gz	data/source/ggvp/fastq/ERR217678_r2.fastq.gz
PRJEB3252	SC_GMJOL5309937	ERR217679	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916255	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	0f02523bf860798f80083e5b25b5e401	93ab704a66ae622dfdef37b2db333f04	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217679/ERR217679_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217679/ERR217679_2.fastq.gz	data/source/ggvp/fastq/ERR217679_r1.fastq.gz	data/source/ggvp/fastq/ERR217679_r2.fastq.gz
PRJEB3252	SC_GMJOL5309939	ERR217680	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916243	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	464d50627a07e6c8bf7f3215550bb7d5	41e4f800268b5e2b4696b6bee8064f54	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217680/ERR217680_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217680/ERR217680_2.fastq.gz	data/source/ggvp/fastq/ERR217680_r1.fastq.gz	data/source/ggvp/fastq/ERR217680_r2.fastq.gz
PRJEB3252	SC_GMJOL5309940	ERR217681	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916231	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	b9ce6ab3a95e3c931c94bb016a15f33c	e33368e10e1018b0262a2fcaf8df6dd8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217681/ERR217681_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217681/ERR217681_2.fastq.gz	data/source/ggvp/fastq/ERR217681_r1.fastq.gz	data/source/ggvp/fastq/ERR217681_r2.fastq.gz
PRJEB3252	SC_GMJOL5309941	ERR217682	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916219	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	9f8533a67b924621ef8c872a3a98975b	5937db6b06d36496a25f3dce7c06fdb4	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217682/ERR217682_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217682/ERR217682_2.fastq.gz	data/source/ggvp/fastq/ERR217682_r1.fastq.gz	data/source/ggvp/fastq/ERR217682_r2.fastq.gz
PRJEB3252	SC_GMJOL5309942	ERR217683	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916207	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	33eee401f833cfcafe6c91b8a47aa605	508b58132a4dd32b315b34704c0b59a8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217683/ERR217683_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217683/ERR217683_2.fastq.gz	data/source/ggvp/fastq/ERR217683_r1.fastq.gz	data/source/ggvp/fastq/ERR217683_r2.fastq.gz
PRJEB3252	SC_GMJOL5309934	ERR217684	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916291	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	5b768a53b1b64ab5cdf668b381cc9767	6c5cf9084739d02f14762c4bf9bf14f0	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217684/ERR217684_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217684/ERR217684_2.fastq.gz	data/source/ggvp/fastq/ERR217684_r1.fastq.gz	data/source/ggvp/fastq/ERR217684_r2.fastq.gz
PRJEB3252	SC_GMJOL5309935	ERR217685	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916279	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	988389d6fa8593806a021c5cf48ab57c	054a1582da35323ba9e1b051d506d998	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217685/ERR217685_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217685/ERR217685_2.fastq.gz	data/source/ggvp/fastq/ERR217685_r1.fastq.gz	data/source/ggvp/fastq/ERR217685_r2.fastq.gz
PRJEB3252	SC_GMJOL5309936	ERR217686	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916267	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	b49d6481accf74b13f28b7992135d644	e69eb7d6db95fb619e53486152e9b0c3	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217686/ERR217686_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217686/ERR217686_2.fastq.gz	data/source/ggvp/fastq/ERR217686_r1.fastq.gz	data/source/ggvp/fastq/ERR217686_r2.fastq.gz
PRJEB3252	SC_GMJOL5309937	ERR217687	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916255	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	8432b144f22b2d47aad89ec527f4c20b	293377acd56093f653182cb1df095af9	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217687/ERR217687_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217687/ERR217687_2.fastq.gz	data/source/ggvp/fastq/ERR217687_r1.fastq.gz	data/source/ggvp/fastq/ERR217687_r2.fastq.gz
PRJEB3252	SC_GMJOL5309939	ERR217688	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916243	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	f3c41243c71f61eb1751bc01846c5ddd	4235f4634c174f2436b4dce4d340bcd5	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217688/ERR217688_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217688/ERR217688_2.fastq.gz	data/source/ggvp/fastq/ERR217688_r1.fastq.gz	data/source/ggvp/fastq/ERR217688_r2.fastq.gz
PRJEB3252	SC_GMJOL5309940	ERR217689	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916231	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	e6cb1af90ce30a458d387958ddb5f601	90f700cf1ffa8355869335149d9b4e05	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217689/ERR217689_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217689/ERR217689_2.fastq.gz	data/source/ggvp/fastq/ERR217689_r1.fastq.gz	data/source/ggvp/fastq/ERR217689_r2.fastq.gz
PRJEB3252	SC_GMJOL5309941	ERR217690	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916219	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	aa57ba424b571b57ec942568b39d46df	9c6cdbdf472d0bf4fdc643a3de1426e7	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217690/ERR217690_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217690/ERR217690_2.fastq.gz	data/source/ggvp/fastq/ERR217690_r1.fastq.gz	data/source/ggvp/fastq/ERR217690_r2.fastq.gz
PRJEB3252	SC_GMJOL5309942	ERR217691	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916207	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	398ce29a750eb2875734a617cd8ffd87	f22326fe5947b32a8ad6caea9edfced5	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217691/ERR217691_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217691/ERR217691_2.fastq.gz	data/source/ggvp/fastq/ERR217691_r1.fastq.gz	data/source/ggvp/fastq/ERR217691_r2.fastq.gz
PRJEB3252	SC_GMJOL5309953	ERR217692	Wellcome Sanger Institute	ILLUMINA	Illumina HiSeq 2000	5916289	PAIRED	Low_coverage_sequencing_of_the_Jola_from_Gambia_Western_Division__GWJ_	de73f00ccf7ab88977f4f7fab878d80d	615041a0c78c8c26139d1c95b55ed896	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217692/ERR217692_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/ERR217692/ERR217692_2.fastq.gz	data/source/ggvp/fastq/ERR217692_r1.fastq.gz	data/source/ggvp/fastq/ERR217692_r2.fastq.gz
